order_id,user_id,created_at,shipped_at,gross_revenue,order_status,recognized_revenue,total_item_count,data_integrity_status,cutoff_status
-697,81227,2025-07-17 10:57:00.000000,2025-07-21 14:00:00.000000,417.0,complete,417.0,3,MATCHED,NORMAL
-705,81631,2025-07-17 11:13:00.000000,2025-07-18 20:13:00.000000,99.0,complete,99.0,1,MATCHED,NORMAL
-739,31594,2025-07-20 13:21:00.000000,2025-07-21 17:21:00.000000,237.0,complete,237.0,2,MATCHED,NORMAL
-750,65011,2025-07-20 17:33:00.000000,2025-07-22 16:33:00.000000,151.0,complete,151.0,1,MATCHED,NORMAL
-774,36793,2025-07-22 11:11:00.000000,2025-07-24 03:11:00.000000,83.0,returned,83.0,1,MATCHED,NORMAL
-797,39821,2025-07-24 12:47:00.000000,2025-07-26 12:47:00.000000,348.0,complete,348.0,3,MATCHED,NORMAL
-828,97374,2025-07-26 11:03:00.000000,2025-07-27 22:03:00.000000,199.0,complete,199.0,1,MATCHED,NORMAL
-833,96939,2025-07-26 14:15:00.000000,2025-07-27 21:15:00.000000,276.0,complete,276.0,3,MATCHED,NORMAL
-843,99033,2025-07-27 16:57:00.000000,2025-07-29 04:57:00.000000,226.0,complete,226.0,2,MATCHED,NORMAL
-862,72638,2025-07-28 13:13:00.000000,2025-07-29 17:13:00.000000,55.0,complete,55.0,1,MATCHED,NORMAL
-875,11817,2025-07-29 10:31:00.000000,2025-08-02 18:00:00.000000,411.0,complete,411.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-881,12796,2025-07-29 15:22:00.000000,2025-07-31 12:22:00.000000,330.0,"complete,returned",330.0,2,MATCHED,NORMAL
-903,55514,2025-07-31 11:30:00.000000,2025-08-02 02:30:00.000000,133.0,complete,133.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-936,11071,2025-08-02 11:06:00.000000,2025-08-05 16:00:00.000000,61.0,complete,61.0,2,MATCHED,NORMAL
-939,64954,2025-08-02 17:14:00.000000,2025-08-04 11:14:00.000000,220.0,complete,220.0,3,MATCHED,NORMAL
-942,94111,2025-08-02 12:20:00.000000,2025-08-03 21:20:00.000000,271.0,complete,271.0,3,MATCHED,NORMAL
-949,93160,2025-08-03 14:51:00.000000,2025-08-04 18:51:00.000000,111.0,"complete,returned",111.0,2,MATCHED,NORMAL
-955,74985,2025-08-03 11:46:00.000000,2025-08-08 09:00:00.000000,255.0,complete,255.0,2,MATCHED,NORMAL
-982,96043,2025-08-05 11:36:00.000000,2025-08-06 13:36:00.000000,300.0,complete,300.0,3,MATCHED,NORMAL
-1009,37012,2025-08-07 17:17:00.000000,2025-08-08 20:17:00.000000,194.0,complete,194.0,2,MATCHED,NORMAL
-1022,24910,2025-08-08 11:15:00.000000,2025-08-10 06:15:00.000000,293.0,complete,293.0,2,MATCHED,NORMAL
-1024,74201,2025-08-08 13:11:00.000000,2025-08-11 19:00:00.000000,197.0,complete,197.0,2,MATCHED,NORMAL
-1039,72984,2025-08-09 09:27:00.000000,2025-08-13 16:00:00.000000,143.0,complete,143.0,3,MATCHED,NORMAL
-1049,47948,2025-08-09 16:15:00.000000,2025-08-10 19:15:00.000000,419.0,complete,419.0,3,MATCHED,NORMAL
-1090,42357,2025-08-12 14:07:00.000000,2025-08-14 07:07:00.000000,254.0,complete,254.0,3,MATCHED,NORMAL
-1112,34895,2025-08-14 10:45:00.000000,2025-08-16 07:45:00.000000,103.0,complete,103.0,2,MATCHED,NORMAL
-1114,56722,2025-08-14 11:32:00.000000,2025-08-16 03:32:00.000000,23.0,complete,23.0,1,MATCHED,NORMAL
-1128,94850,2025-08-15 10:03:00.000000,2025-08-17 04:03:00.000000,257.0,complete,257.0,3,MATCHED,NORMAL
-1137,49307,2025-08-15 16:11:00.000000,2025-08-17 12:11:00.000000,230.0,"complete,shipped",230.0,3,MATCHED,NORMAL
-1141,96684,2025-08-16 12:50:00.000000,2025-08-17 15:50:00.000000,194.0,complete,194.0,2,MATCHED,NORMAL
-1163,94324,2025-08-17 11:28:00.000000,2025-08-19 04:28:00.000000,153.0,shipped,153.0,2,MATCHED,NORMAL
-1165,486,2025-08-17 11:36:00.000000,2025-08-19 04:36:00.000000,232.0,complete,232.0,3,MATCHED,NORMAL
-1169,69238,2025-08-17 09:49:00.000000,2025-08-18 15:49:00.000000,310.0,complete,310.0,3,MATCHED,NORMAL
-1189,4834,2025-08-19 10:01:00.000000,2025-08-20 10:01:00.000000,339.0,"complete,shipped",339.0,3,MATCHED,NORMAL
-1195,26005,2025-08-19 11:06:00.000000,2025-08-21 07:06:00.000000,139.0,complete,139.0,1,MATCHED,NORMAL
-1219,86412,2025-08-21 09:28:00.000000,2025-08-22 15:28:00.000000,150.0,complete,150.0,1,MATCHED,NORMAL
-1233,26326,2025-08-22 15:48:00.000000,2025-08-24 11:48:00.000000,276.0,complete,276.0,2,MATCHED,NORMAL
-1240,13404,2025-08-22 17:15:00.000000,2025-08-24 14:15:00.000000,250.0,complete,250.0,2,MATCHED,NORMAL
-1256,66021,2025-08-23 11:34:00.000000,2025-08-25 10:34:00.000000,281.0,complete,281.0,3,MATCHED,NORMAL
-1308,37152,2025-08-27 12:21:00.000000,2025-08-29 07:21:00.000000,312.0,"complete,returned",312.0,3,MATCHED,NORMAL
-1343,51413,2025-08-29 12:20:00.000000,2025-08-30 21:20:00.000000,267.0,"complete,returned",267.0,2,MATCHED,NORMAL
-1381,59147,2025-09-01 12:15:00.000000,2025-09-04 12:00:00.000000,239.0,complete,239.0,3,MATCHED,NORMAL
-1401,34209,2025-09-02 13:55:00.000000,2025-09-06 17:00:00.000000,206.0,complete,206.0,3,MATCHED,NORMAL
-1410,30088,2025-09-02 14:36:00.000000,2025-09-05 20:00:00.000000,135.0,complete,135.0,1,MATCHED,NORMAL
-1414,16694,2025-09-03 11:23:00.000000,2025-09-06 13:00:00.000000,247.0,complete,247.0,3,MATCHED,NORMAL
-1430,11765,2025-09-04 09:27:00.000000,2025-09-07 22:00:00.000000,312.0,complete,312.0,2,MATCHED,NORMAL
-1464,98466,2025-09-06 09:19:00.000000,2025-09-10 09:00:00.000000,195.0,complete,195.0,1,MATCHED,NORMAL
-1505,56710,2025-09-09 14:17:00.000000,2025-09-10 21:17:00.000000,49.0,complete,49.0,1,MATCHED,NORMAL
-1566,97343,2025-09-13 14:08:00.000000,2025-09-15 03:08:00.000000,202.0,"complete,shipped",202.0,3,MATCHED,NORMAL
-1571,90442,2025-09-13 15:49:00.000000,2025-09-15 01:49:00.000000,93.0,returned,93.0,1,MATCHED,NORMAL
-1591,1862,2025-09-15 11:23:00.000000,2025-09-16 21:23:00.000000,127.0,returned,127.0,2,MATCHED,NORMAL
-1649,83965,2025-09-18 10:57:00.000000,2025-09-19 22:57:00.000000,251.0,returned,251.0,2,MATCHED,NORMAL
-1665,62366,2025-09-19 16:49:00.000000,2025-09-21 05:49:00.000000,135.0,complete,135.0,1,MATCHED,NORMAL
-1671,51779,2025-09-20 17:17:00.000000,2025-09-22 09:17:00.000000,118.0,returned,118.0,1,MATCHED,NORMAL
-1710,47623,2025-09-22 14:30:00.000000,2025-09-26 04:00:00.000000,260.0,complete,260.0,2,MATCHED,NORMAL
-1785,36793,2025-09-27 16:42:00.000000,2025-09-29 00:42:00.000000,91.0,returned,91.0,1,MATCHED,NORMAL
-1787,25838,2025-09-28 09:00:00.000000,2025-09-30 06:00:00.000000,78.0,complete,78.0,1,MATCHED,NORMAL
-1797,89203,2025-09-28 15:49:00.000000,2025-09-30 11:49:00.000000,32.0,complete,32.0,1,MATCHED,NORMAL
-1804,1224,2025-09-29 09:46:00.000000,2025-09-30 20:46:00.000000,269.0,complete,269.0,3,MATCHED,NORMAL
-1821,34103,2025-09-30 10:24:00.000000,2025-10-01 11:24:00.000000,71.0,complete,71.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-1826,10695,2025-09-30 11:08:00.000000,2025-10-03 19:00:00.000000,169.0,complete,169.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-1830,95568,2025-09-30 16:04:00.000000,2025-10-02 09:04:00.000000,103.0,returned,103.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-1833,40211,2025-10-01 13:30:00.000000,2025-10-02 20:30:00.000000,206.0,complete,206.0,2,MATCHED,NORMAL
-1837,39505,2025-10-01 17:43:00.000000,2025-10-03 06:43:00.000000,203.0,"complete,returned",203.0,2,MATCHED,NORMAL
-1867,32770,2025-10-03 14:10:00.000000,2025-10-05 06:10:00.000000,197.0,complete,197.0,2,MATCHED,NORMAL
-1896,15112,2025-10-05 17:28:00.000000,2025-10-08 17:00:00.000000,190.0,complete,190.0,1,MATCHED,NORMAL
-1916,2284,2025-10-06 09:07:00.000000,2025-10-07 12:07:00.000000,55.0,complete,55.0,1,MATCHED,NORMAL
-1917,79161,2025-10-06 10:40:00.000000,2025-10-08 03:40:00.000000,222.0,complete,222.0,2,MATCHED,NORMAL
-1924,54129,2025-10-07 17:13:00.000000,2025-10-08 20:13:00.000000,276.0,complete,276.0,2,MATCHED,NORMAL
-1931,16551,2025-10-07 16:19:00.000000,2025-10-09 12:19:00.000000,339.0,"complete,returned",339.0,2,MATCHED,NORMAL
-1962,65241,2025-10-09 13:44:00.000000,2025-10-11 02:44:00.000000,332.0,complete,332.0,3,MATCHED,NORMAL
-2029,60457,2025-10-14 12:07:00.000000,2025-10-15 22:07:00.000000,21.0,complete,21.0,1,MATCHED,NORMAL
-2045,14733,2025-10-15 09:41:00.000000,2025-10-17 09:41:00.000000,135.0,"complete,returned",135.0,2,MATCHED,NORMAL
-2049,5271,2025-10-15 09:00:00.000000,2025-10-17 09:00:00.000000,35.0,complete,35.0,1,MATCHED,NORMAL
-2073,73033,2025-10-17 17:10:00.000000,2025-10-19 01:10:00.000000,117.0,complete,117.0,1,MATCHED,NORMAL
-2084,94624,2025-10-17 17:53:00.000000,2025-10-18 20:53:00.000000,158.0,complete,158.0,1,MATCHED,NORMAL
-2087,74115,2025-10-18 17:07:00.000000,2025-10-22 00:00:00.000000,137.0,complete,137.0,3,MATCHED,NORMAL
-2106,23929,2025-10-19 09:32:00.000000,2025-10-20 20:32:00.000000,130.0,complete,130.0,1,MATCHED,NORMAL
-2112,52730,2025-10-19 09:57:00.000000,2025-10-21 01:57:00.000000,234.0,"complete,shipped",234.0,2,MATCHED,NORMAL
-2124,87985,2025-10-20 16:07:00.000000,2025-10-22 08:07:00.000000,466.0,complete,466.0,3,MATCHED,NORMAL
-2130,87929,2025-10-20 11:22:00.000000,2025-10-21 23:22:00.000000,120.0,complete,120.0,1,MATCHED,NORMAL
-2159,4745,2025-10-22 14:15:00.000000,2025-10-24 00:15:00.000000,183.0,complete,183.0,1,MATCHED,NORMAL
-2173,76564,2025-10-23 14:08:00.000000,2025-10-24 22:08:00.000000,338.0,"complete,shipped",338.0,3,MATCHED,NORMAL
-2177,43902,2025-10-24 16:52:00.000000,2025-10-25 19:52:00.000000,433.0,"complete,shipped",433.0,3,MATCHED,NORMAL
-2179,47377,2025-10-24 17:24:00.000000,2025-10-26 09:24:00.000000,164.0,returned,164.0,1,MATCHED,NORMAL
-2207,62892,2025-10-26 16:59:00.000000,2025-10-28 05:59:00.000000,175.0,complete,175.0,1,MATCHED,NORMAL
-2218,52754,2025-10-26 17:48:00.000000,2025-10-27 23:48:00.000000,151.0,"complete,returned",151.0,2,MATCHED,NORMAL
-2236,52713,2025-10-28 15:13:00.000000,2025-10-29 20:13:00.000000,38.0,complete,38.0,1,MATCHED,NORMAL
-2291,72870,2025-10-31 13:08:00.000000,2025-11-03 19:00:00.000000,39.0,complete,39.0,1,MATCHED,POTENTIAL CUT-OFF RISK
-2293,96580,2025-10-31 14:12:00.000000,2025-11-02 02:12:00.000000,183.0,complete,183.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-2330,20831,2025-11-03 13:36:00.000000,2025-11-06 10:00:00.000000,298.0,complete,298.0,3,MATCHED,NORMAL
-2334,90445,2025-11-03 09:30:00.000000,2025-11-05 09:30:00.000000,150.0,"complete,returned",150.0,2,MATCHED,NORMAL
-2345,10895,2025-11-04 12:39:00.000000,2025-11-06 08:39:00.000000,122.0,complete,122.0,2,MATCHED,NORMAL
-2361,50140,2025-11-05 12:07:00.000000,2025-11-06 14:07:00.000000,249.0,complete,249.0,3,MATCHED,NORMAL
-2363,34567,2025-11-05 09:38:00.000000,2025-11-06 23:38:00.000000,283.0,"complete,returned",283.0,2,MATCHED,NORMAL
-2368,20940,2025-11-05 12:54:00.000000,2025-11-06 13:54:00.000000,334.0,"complete,shipped",334.0,3,MATCHED,NORMAL
-2380,1617,2025-11-06 15:30:00.000000,2025-11-07 21:30:00.000000,104.0,complete,104.0,1,MATCHED,NORMAL
-2381,74940,2025-11-06 09:12:00.000000,2025-11-08 06:12:00.000000,367.0,complete,367.0,3,MATCHED,NORMAL
-2468,92307,2025-11-12 11:56:00.000000,2025-11-14 05:56:00.000000,34.0,shipped,34.0,1,MATCHED,NORMAL
-2487,26659,2025-11-13 09:20:00.000000,2025-11-14 16:20:00.000000,204.0,"complete,returned",204.0,2,MATCHED,NORMAL
-2496,66541,2025-11-14 14:22:00.000000,2025-11-15 23:22:00.000000,86.0,complete,86.0,2,MATCHED,NORMAL
-2505,18186,2025-11-14 11:39:00.000000,2025-11-16 08:39:00.000000,245.0,"complete,shipped",245.0,2,MATCHED,NORMAL
-2526,52657,2025-11-16 13:52:00.000000,2025-11-18 00:52:00.000000,230.0,complete,230.0,2,MATCHED,NORMAL
-2549,73988,2025-11-17 16:50:00.000000,2025-11-18 19:50:00.000000,256.0,complete,256.0,3,MATCHED,NORMAL
-2573,61493,2025-11-19 17:30:00.000000,2025-11-21 13:30:00.000000,184.0,complete,184.0,1,MATCHED,NORMAL
-2578,29610,2025-11-19 17:30:00.000000,2025-11-21 00:30:00.000000,68.0,complete,68.0,1,MATCHED,NORMAL
-2604,51754,2025-11-21 17:55:00.000000,2025-11-24 20:00:00.000000,187.0,complete,187.0,2,MATCHED,NORMAL
-2620,44017,2025-11-22 10:44:00.000000,2025-11-23 22:44:00.000000,203.0,"complete,returned",203.0,2,MATCHED,NORMAL
-2637,72545,2025-11-23 14:25:00.000000,2025-11-25 03:25:00.000000,278.0,"complete,shipped",278.0,3,MATCHED,NORMAL
-2638,70780,2025-11-23 11:16:00.000000,2025-11-26 09:00:00.000000,347.0,complete,347.0,2,MATCHED,NORMAL
-2642,70885,2025-11-24 14:46:00.000000,2025-11-26 10:46:00.000000,287.0,complete,287.0,2,MATCHED,NORMAL
-2645,66287,2025-11-24 11:38:00.000000,2025-11-26 10:38:00.000000,221.0,complete,221.0,2,MATCHED,NORMAL
-2651,89800,2025-11-24 09:53:00.000000,2025-11-28 12:00:00.000000,261.0,complete,261.0,2,MATCHED,NORMAL
-2659,65488,2025-11-25 12:03:00.000000,2025-11-27 10:03:00.000000,262.0,"complete,returned",262.0,2,MATCHED,NORMAL
-2662,39625,2025-11-25 09:06:00.000000,2025-11-26 19:06:00.000000,124.0,complete,124.0,2,MATCHED,NORMAL
-2685,74454,2025-11-26 16:55:00.000000,2025-11-27 16:55:00.000000,349.0,complete,349.0,3,MATCHED,NORMAL
-2690,60109,2025-11-27 15:28:00.000000,2025-11-28 15:28:00.000000,529.0,"complete,shipped",529.0,3,MATCHED,NORMAL
-2710,47963,2025-11-28 11:15:00.000000,2025-11-29 22:15:00.000000,451.0,"complete,returned",451.0,3,MATCHED,NORMAL
-2715,89414,2025-11-28 11:30:00.000000,2025-11-29 12:30:00.000000,70.0,complete,70.0,2,MATCHED,NORMAL
-2732,90830,2025-11-30 14:25:00.000000,2025-12-05 01:00:00.000000,380.0,complete,380.0,3,MATCHED,POTENTIAL CUT-OFF RISK
-2742,49370,2025-11-30 15:07:00.000000,2025-12-02 11:07:00.000000,372.0,complete,372.0,2,MATCHED,POTENTIAL CUT-OFF RISK
-2746,32323,2025-12-01 11:44:00.000000,2025-12-02 23:44:00.000000,306.0,complete,306.0,2,MATCHED,NORMAL
-2769,30072,2025-12-02 12:14:00.000000,2025-12-04 00:14:00.000000,203.0,returned,203.0,2,MATCHED,NORMAL
-2782,73091,2025-12-03 13:52:00.000000,2025-12-05 09:52:00.000000,157.0,"complete,returned",157.0,3,MATCHED,NORMAL
-2801,62675,2025-12-04 10:30:00.000000,2025-12-06 00:30:00.000000,156.0,"complete,returned",156.0,2,MATCHED,NORMAL
-2833,62744,2025-12-06 16:45:00.000000,2025-12-07 20:45:00.000000,51.0,returned,51.0,1,MATCHED,NORMAL
-2841,68574,2025-12-07 13:11:00.000000,2025-12-09 12:11:00.000000,248.0,complete,248.0,2,MATCHED,NORMAL
-2859,24391,2025-12-08 14:02:00.000000,2025-12-10 01:02:00.000000,380.0,"complete,returned",380.0,2,MATCHED,NORMAL
-2860,25766,2025-12-08 15:15:00.000000,2025-12-10 14:15:00.000000,78.0,complete,78.0,2,MATCHED,NORMAL
-2871,42176,2025-12-09 09:03:00.000000,2025-12-12 11:00:00.000000,231.0,complete,231.0,2,MATCHED,NORMAL
-2905,27949,2025-12-11 09:29:00.000000,2025-12-13 02:29:00.000000,281.0,"complete,shipped",281.0,3,MATCHED,NORMAL
-2927,1962,2025-12-13 16:35:00.000000,2025-12-15 06:35:00.000000,286.0,complete,286.0,3,MATCHED,NORMAL
-2963,95197,2025-12-15 12:43:00.000000,2025-12-16 16:43:00.000000,139.0,returned,139.0,1,MATCHED,NORMAL
-2969,62494,2025-12-15 12:38:00.000000,2025-12-21 03:00:00.000000,357.0,complete,357.0,3,MATCHED,NORMAL
-2973,93888,2025-12-16 12:04:00.000000,2025-12-18 09:04:00.000000,424.0,"complete,returned",424.0,3,MATCHED,NORMAL
-2980,51691,2025-12-16 11:25:00.000000,2025-12-18 07:25:00.000000,430.0,"complete,shipped",430.0,3,MATCHED,NORMAL
-2987,56004,2025-12-17 11:18:00.000000,2025-12-20 14:00:00.000000,74.0,complete,74.0,1,MATCHED,NORMAL
-3008,11001,2025-12-18 17:59:00.000000,2025-12-19 22:59:00.000000,119.0,"complete,returned",119.0,3,MATCHED,NORMAL
-3016,13477,2025-12-19 10:43:00.000000,2025-12-21 10:43:00.000000,129.0,"complete,shipped",129.0,2,MATCHED,NORMAL
-3024,38691,2025-12-19 12:44:00.000000,2025-12-23 14:00:00.000000,149.0,complete,149.0,1,MATCHED,NORMAL
-3051,47802,2025-12-21 10:24:00.000000,2025-12-25 05:00:00.000000,356.0,complete,356.0,3,MATCHED,NORMAL
-3058,61091,2025-12-21 17:05:00.000000,2025-12-23 10:05:00.000000,351.0,complete,351.0,3,MATCHED,NORMAL
-3066,25480,2025-12-22 14:32:00.000000,2025-12-23 15:32:00.000000,184.0,complete,184.0,1,MATCHED,NORMAL
-3097,79003,2025-12-24 10:35:00.000000,2025-12-28 04:00:00.000000,166.0,complete,166.0,1,MATCHED,NORMAL
-3099,35205,2025-12-24 17:15:00.000000,2025-12-30 14:00:00.000000,177.0,complete,177.0,2,MATCHED,NORMAL
-3103,76931,2025-12-24 09:37:00.000000,2025-12-25 23:37:00.000000,356.0,complete,356.0,2,MATCHED,NORMAL
-3108,69163,2025-12-25 17:28:00.000000,2025-12-27 15:28:00.000000,189.0,complete,189.0,3,MATCHED,NORMAL
-3111,85847,2025-12-25 11:51:00.000000,2025-12-28 23:00:00.000000,445.0,complete,445.0,3,MATCHED,NORMAL
-3115,52514,2025-12-25 12:22:00.000000,2025-12-31 00:00:00.000000,290.0,complete,290.0,2,MATCHED,NORMAL
-3117,34895,2025-12-25 17:48:00.000000,2025-12-27 00:48:00.000000,167.0,complete,167.0,1,MATCHED,NORMAL
-3121,93639,2025-12-26 15:41:00.000000,2025-12-29 22:00:00.000000,386.0,complete,386.0,3,MATCHED,NORMAL
-3137,7289,2025-12-27 09:41:00.000000,2025-12-28 09:41:00.000000,212.0,shipped,212.0,2,MATCHED,NORMAL
-3182,56639,2025-12-30 09:32:00.000000,2025-12-31 14:32:00.000000,335.0,"complete,shipped",335.0,3,MATCHED,NORMAL
-3216,33168,2026-01-01 12:13:00.000000,2026-01-02 18:13:00.000000,222.0,complete,222.0,3,MATCHED,NORMAL
-3239,37327,2026-01-02 17:53:00.000000,2026-01-06 23:00:00.000000,470.0,complete,470.0,3,MATCHED,NORMAL
-3247,62155,2026-01-03 09:51:00.000000,2026-01-04 09:51:00.000000,422.0,complete,422.0,3,MATCHED,NORMAL
-3251,13274,2026-01-03 09:38:00.000000,2026-01-07 21:00:00.000000,172.0,complete,172.0,1,MATCHED,NORMAL
-3260,82370,2026-01-04 09:29:00.000000,2026-01-05 19:29:00.000000,163.0,complete,163.0,1,MATCHED,NORMAL
-3283,53197,2026-01-05 13:59:00.000000,2026-01-08 13:00:00.000000,51.0,complete,51.0,1,MATCHED,NORMAL
-3285,62107,2026-01-05 17:58:00.000000,2026-01-07 02:58:00.000000,222.0,complete,222.0,3,MATCHED,NORMAL
