order_id,user_id,order_date,gross_revenue,refund_amount,total_item_count,total_returned_items,net_revenue,refund_value_rate,refund_count_rate,refund_type
114437,91360,2026-03-27 21:52:24.000000,197.09,0.0,2,0,197.09,0.0,0.0,NO REFUND
65900,52826,2025-08-01 17:01:06.000000,11.24,0.0,1,0,11.24,0.0,0.0,NO REFUND
14724,11818,2022-06-17 19:30:54.000000,100.25,0.0,2,0,100.25,0.0,0.0,NO REFUND
20149,16184,2025-05-01 07:58:08.000000,51.2,51.2,2,2,0.0,1.0,1.0,FULLY REFUNDED
20380,16366,2026-06-21 14:16:11.106873,339.25,0.0,4,0,339.25,0.0,0.0,NO REFUND
8116,6495,2024-07-28 12:02:21.000000,197.42,0.0,3,0,197.42,0.0,0.0,NO REFUND
14779,11863,2024-10-10 22:23:15.000000,83.94,0.0,2,0,83.94,0.0,0.0,NO REFUND
99819,79869,2024-10-14 08:31:41.000000,54.98,0.0,2,0,54.98,0.0,0.0,NO REFUND
34782,27993,2022-10-31 22:21:59.000000,11.99,0.0,1,0,11.99,0.0,0.0,NO REFUND
41284,33175,2024-08-02 22:17:10.000000,257.57,0.0,4,0,257.57,0.0,0.0,NO REFUND
117768,94016,2021-04-08 04:14:42.000000,11.99,0.0,1,0,11.99,0.0,0.0,NO REFUND
5849,4658,2024-03-31 12:36:19.000000,11.99,11.99,1,1,0.0,1.0,1.0,FULLY REFUNDED
85787,68652,2022-10-01 22:04:10.000000,29.99,29.99,2,2,0.0,1.0,1.0,FULLY REFUNDED
116053,92667,2026-02-23 23:19:59.000000,11.99,11.99,1,1,0.0,1.0,1.0,FULLY REFUNDED
50249,40251,2024-09-17 02:38:12.000000,71.98,0.0,2,0,71.98,0.0,0.0,NO REFUND
93653,74985,2024-07-05 22:02:05.000000,96.48,0.0,4,0,96.48,0.0,0.0,NO REFUND
22883,18392,2021-06-15 13:05:06.000000,12.0,0.0,1,0,12.0,0.0,0.0,NO REFUND
66299,53138,2024-10-30 02:17:39.000000,190.0,0.0,2,0,190.0,0.0,0.0,NO REFUND
116148,92749,2025-04-25 05:20:52.000000,223.46,0.0,4,0,223.46,0.0,0.0,NO REFUND
98742,79024,2024-11-08 18:01:58.000000,44.99,0.0,2,0,44.99,0.0,0.0,NO REFUND
77962,62492,2021-11-19 07:48:47.000000,209.98,209.98,4,4,0.0,1.0,1.0,FULLY REFUNDED
42189,33890,2022-06-21 09:02:21.000000,73.04,0.0,3,0,73.04,0.0,0.0,NO REFUND
91981,73630,2023-09-23 11:38:18.000000,102.08,0.0,4,0,102.08,0.0,0.0,NO REFUND
124586,99444,2025-12-24 05:12:01.000000,12.5,0.0,1,0,12.5,0.0,0.0,NO REFUND
16898,13593,2026-01-31 07:08:33.000000,12.99,0.0,1,0,12.99,0.0,0.0,NO REFUND
22129,17749,2025-07-04 15:30:42.000000,39.01,0.0,2,0,39.01,0.0,0.0,NO REFUND
42119,33830,2023-03-10 02:28:18.000000,169.09,0.0,3,0,169.09,0.0,0.0,NO REFUND
65869,52799,2020-01-02 03:05:39.000000,53.22,0.0,2,0,53.22,0.0,0.0,NO REFUND
117731,93981,2025-06-17 18:39:07.000000,13.5,0.0,1,0,13.5,0.0,0.0,NO REFUND
40635,32651,2024-09-15 15:59:24.000000,108.24,0.0,3,0,108.24,0.0,0.0,NO REFUND
10721,8587,2025-04-23 21:58:41.000000,123.84,0.0,4,0,123.84,0.0,0.0,NO REFUND
115702,92390,2023-09-23 04:01:40.000000,71.79,0.0,2,0,71.79,0.0,0.0,NO REFUND
51549,41317,2024-12-03 22:21:03.000000,13.95,13.95,1,1,0.0,1.0,1.0,FULLY REFUNDED
49889,39959,2023-10-12 22:27:07.000000,13.95,0.0,1,0,13.95,0.0,0.0,NO REFUND
66402,53203,2023-06-19 08:52:38.000000,14.0,0.0,1,0,14.0,0.0,0.0,NO REFUND
28672,23063,2025-05-29 07:13:00.000000,14.0,0.0,1,0,14.0,0.0,0.0,NO REFUND
25483,20561,2022-05-05 16:17:02.000000,14.0,0.0,1,0,14.0,0.0,0.0,NO REFUND
29029,23360,2025-02-15 09:11:34.000000,35.95,0.0,2,0,35.95,0.0,0.0,NO REFUND
47982,38450,2022-05-05 20:12:06.000000,204.97,0.0,2,0,204.97,0.0,0.0,NO REFUND
7766,6208,2025-12-25 00:56:08.000000,14.97,0.0,1,0,14.97,0.0,0.0,NO REFUND
38424,30912,2026-06-20 03:44:46.000000,163.92,0.0,3,0,163.92,0.0,0.0,NO REFUND
56391,45207,2026-04-07 07:59:11.000000,268.48,0.0,4,0,268.48,0.0,0.0,NO REFUND
381,316,2024-08-03 20:59:33.000000,179.37,0.0,4,0,179.37,0.0,0.0,NO REFUND
84630,67733,2024-05-06 04:52:59.000000,143.96,0.0,4,0,143.96,0.0,0.0,NO REFUND
83097,66519,2024-08-09 10:09:29.000000,93.94,0.0,3,0,93.94,0.0,0.0,NO REFUND
50094,40129,2024-01-28 03:34:11.000000,212.0,0.0,3,0,212.0,0.0,0.0,NO REFUND
21810,17491,2025-09-29 17:42:12.000000,15.0,0.0,1,0,15.0,0.0,0.0,NO REFUND
81272,65079,2023-12-18 15:44:57.000000,114.79,0.0,3,0,114.79,0.0,0.0,NO REFUND
4175,3387,2025-08-05 07:52:37.000000,15.0,15.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
85151,68140,2024-12-29 17:15:04.000000,49.99,0.0,2,0,49.99,0.0,0.0,NO REFUND
103982,83185,2024-10-05 20:49:23.000000,15.44,0.0,1,0,15.44,0.0,0.0,NO REFUND
46350,37170,2025-10-20 13:24:49.000000,15.56,0.0,1,0,15.56,0.0,0.0,NO REFUND
35855,28862,2025-11-01 05:18:12.000000,15.72,0.0,1,0,15.72,0.0,0.0,NO REFUND
99372,79509,2026-03-27 10:18:43.000000,88.87,0.0,4,0,88.87,0.0,0.0,NO REFUND
1524,1212,2022-08-15 03:16:16.000000,15.94,0.0,1,0,15.94,0.0,0.0,NO REFUND
63302,50726,2025-09-16 06:32:35.000000,164.95,0.0,2,0,164.95,0.0,0.0,NO REFUND
30977,24945,2024-11-11 09:23:15.000000,15.99,0.0,1,0,15.99,0.0,0.0,NO REFUND
59141,47419,2023-11-01 03:05:20.000000,15.99,0.0,1,0,15.99,0.0,0.0,NO REFUND
6754,5370,2024-02-08 01:46:17.000000,124.99,0.0,3,0,124.99,0.0,0.0,NO REFUND
8201,6568,2024-06-26 07:18:22.000000,281.99,0.0,2,0,281.99,0.0,0.0,NO REFUND
12428,9964,2025-11-02 04:51:08.000000,16.06,0.0,1,0,16.06,0.0,0.0,NO REFUND
41171,33076,2026-03-01 20:04:10.000000,100.02,0.0,4,0,100.02,0.0,0.0,NO REFUND
77150,61869,2024-12-01 01:41:08.000000,16.5,0.0,1,0,16.5,0.0,0.0,NO REFUND
11308,9048,2026-04-26 11:23:09.000000,250.95,0.0,4,0,250.95,0.0,0.0,NO REFUND
108461,86679,2021-07-24 13:50:22.000000,296.94,0.0,3,0,296.94,0.0,0.0,NO REFUND
95248,76257,2024-11-19 11:42:36.000000,47.94,0.0,2,0,47.94,0.0,0.0,NO REFUND
61763,49516,2024-01-02 17:23:11.000000,16.95,0.0,1,0,16.95,0.0,0.0,NO REFUND
95991,76829,2025-11-08 07:26:07.000000,40.95,0.0,2,0,40.95,0.0,0.0,NO REFUND
17264,13898,2026-01-13 02:06:32.000000,50.99,0.0,2,0,50.99,0.0,0.0,NO REFUND
33277,26800,2025-11-27 03:20:18.000000,199.97,0.0,4,0,199.97,0.0,0.0,NO REFUND
2706,2186,2024-03-04 22:24:47.000000,66.98,0.0,2,0,66.98,0.0,0.0,NO REFUND
78899,63203,2025-06-26 23:30:34.000000,16.99,0.0,1,0,16.99,0.0,0.0,NO REFUND
66815,53558,2023-11-09 08:09:08.000000,17.0,0.0,1,0,17.0,0.0,0.0,NO REFUND
106901,85459,2025-12-04 18:28:55.000000,67.08,0.0,2,0,67.08,0.0,0.0,NO REFUND
8453,6769,2024-12-13 02:15:36.000000,17.45,17.45,1,1,0.0,1.0,1.0,FULLY REFUNDED
60943,48881,2026-06-20 21:17:09.000000,461.29,0.0,4,0,461.29,0.0,0.0,NO REFUND
78487,62892,2026-01-07 22:36:01.000000,40.98,0.0,2,0,40.98,0.0,0.0,NO REFUND
36669,29487,2026-03-10 21:25:22.000000,37.2,0.0,2,0,37.2,0.0,0.0,NO REFUND
96942,77610,2025-05-14 13:59:55.000000,94.98,0.0,4,0,94.98,0.0,0.0,NO REFUND
85680,68576,2026-05-14 18:19:14.000000,17.99,0.0,1,0,17.99,0.0,0.0,NO REFUND
12936,10396,2026-05-12 10:17:44.000000,143.87,0.0,4,0,143.87,0.0,0.0,NO REFUND
20639,16583,2026-03-02 10:09:55.000000,62.99,0.0,2,0,62.99,0.0,0.0,NO REFUND
5818,4636,2026-01-12 15:54:08.000000,416.98,0.0,4,0,416.98,0.0,0.0,NO REFUND
72359,58092,2025-10-28 21:53:45.000000,290.49,0.0,4,0,290.49,0.0,0.0,NO REFUND
118847,94816,2022-12-01 23:24:27.000000,67.95,0.0,2,0,67.95,0.0,0.0,NO REFUND
16725,13437,2025-09-30 16:42:22.000000,105.35,0.0,3,0,105.35,0.0,0.0,NO REFUND
5810,4631,2024-06-27 22:02:13.000000,18.5,0.0,1,0,18.5,0.0,0.0,NO REFUND
94545,75698,2024-10-28 00:07:42.000000,149.5,0.0,3,0,149.5,0.0,0.0,NO REFUND
87215,69754,2025-02-08 05:12:24.000000,18.5,0.0,1,0,18.5,0.0,0.0,NO REFUND
123260,98382,2025-07-04 01:51:06.000000,89.84,0.0,2,0,89.84,0.0,0.0,NO REFUND
16224,13018,2026-03-02 15:29:34.000000,73.98,0.0,3,0,73.98,0.0,0.0,NO REFUND
38161,30729,2020-03-21 16:33:26.000000,120.96,0.0,4,0,120.96,0.0,0.0,NO REFUND
45011,36137,2023-09-22 10:29:09.000000,174.46,0.0,4,0,174.46,0.0,0.0,NO REFUND
58225,46663,2024-08-02 04:08:49.000000,115.94,0.0,2,0,115.94,0.0,0.0,NO REFUND
99747,79817,2025-11-02 08:57:55.000000,19.95,0.0,1,0,19.95,0.0,0.0,NO REFUND
2293,1842,2025-12-13 06:06:06.000000,148.91,148.91,4,4,0.0,1.0,1.0,FULLY REFUNDED
15669,12564,2023-05-13 13:47:28.000000,19.99,0.0,1,0,19.99,0.0,0.0,NO REFUND
65214,52256,2023-08-15 00:21:25.000000,54.98,0.0,2,0,54.98,0.0,0.0,NO REFUND
9226,7380,2024-08-05 14:10:23.000000,53.85,0.0,2,0,53.85,0.0,0.0,NO REFUND
101669,81333,2020-01-20 09:57:25.000000,59.98,0.0,2,0,59.98,0.0,0.0,NO REFUND
121563,96993,2023-02-13 13:51:27.000000,19.99,0.0,1,0,19.99,0.0,0.0,NO REFUND
4801,3878,2021-07-01 19:48:31.000000,115.99,0.0,3,0,115.99,0.0,0.0,NO REFUND
10780,8631,2026-01-04 03:20:10.000000,125.0,0.0,2,0,125.0,0.0,0.0,NO REFUND
30300,24400,2024-11-02 00:03:59.000000,347.99,0.0,3,0,347.99,0.0,0.0,NO REFUND
118924,94870,2024-03-24 13:33:47.000000,20.0,20.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
11500,9186,2024-09-15 04:19:27.000000,84.99,0.0,2,0,84.99,0.0,0.0,NO REFUND
115849,92508,2023-12-12 07:44:59.000000,20.22,0.0,1,0,20.22,0.0,0.0,NO REFUND
17594,14162,2021-05-21 15:18:52.000000,20.45,0.0,1,0,20.45,0.0,0.0,NO REFUND
112689,89987,2025-03-02 17:40:06.000000,20.5,0.0,1,0,20.5,0.0,0.0,NO REFUND
87945,70379,2025-03-28 23:02:55.000000,21.0,0.0,1,0,21.0,0.0,0.0,NO REFUND
89137,71336,2025-10-22 03:42:35.000000,82.49,0.0,3,0,82.49,0.0,0.0,NO REFUND
51055,40922,2026-03-22 19:52:24.000000,154.27,0.0,3,0,154.27,0.0,0.0,NO REFUND
74928,60130,2024-07-09 14:52:23.000000,47.4,47.4,2,2,0.0,1.0,1.0,FULLY REFUNDED
120290,95948,2024-01-27 19:28:53.000000,99.74,0.0,2,0,99.74,0.0,0.0,NO REFUND
109119,87176,2024-07-02 23:01:54.000000,21.95,0.0,1,0,21.95,0.0,0.0,NO REFUND
82712,66220,2024-03-14 00:26:11.000000,21.98,0.0,1,0,21.98,0.0,0.0,NO REFUND
70569,56601,2026-06-17 17:31:37.585620,71.98,71.98,2,2,0.0,1.0,1.0,FULLY REFUNDED
30966,24940,2026-04-06 11:59:43.000000,22.0,0.0,1,0,22.0,0.0,0.0,NO REFUND
96203,77003,2025-12-23 13:55:19.000000,105.97,0.0,4,0,105.97,0.0,0.0,NO REFUND
115113,91921,2026-03-26 08:05:55.000000,45.0,0.0,2,0,45.0,0.0,0.0,NO REFUND
77876,62428,2019-05-28 14:25:54.000000,77.0,0.0,2,0,77.0,0.0,0.0,NO REFUND
24352,19584,2026-01-23 09:27:51.000000,74.0,0.0,2,0,74.0,0.0,0.0,NO REFUND
46229,37069,2026-04-10 23:11:18.000000,596.0,0.0,4,0,596.0,0.0,0.0,NO REFUND
19667,15803,2026-05-20 03:57:18.000000,22.0,0.0,1,0,22.0,0.0,0.0,NO REFUND
100919,80767,2026-06-21 17:20:43.157688,228.94,0.0,4,0,228.94,0.0,0.0,NO REFUND
118375,94464,2024-01-15 02:36:44.000000,22.0,0.0,1,0,22.0,0.0,0.0,NO REFUND
2288,1838,2023-09-23 09:33:35.000000,204.0,0.0,3,0,204.0,0.0,0.0,NO REFUND
52856,42397,2025-09-11 10:47:16.000000,77.93,0.0,3,0,77.93,0.0,0.0,NO REFUND
101353,81094,2023-01-04 13:57:22.000000,64.99,0.0,2,0,64.99,0.0,0.0,NO REFUND
2744,2216,2024-03-24 00:30:44.000000,22.99,0.0,1,0,22.99,0.0,0.0,NO REFUND
55173,44251,2023-12-28 17:24:16.000000,231.97,0.0,4,0,231.97,0.0,0.0,NO REFUND
77673,62269,2025-03-08 08:57:20.000000,132.93,0.0,3,0,132.93,0.0,0.0,NO REFUND
38934,31307,2026-06-15 09:18:40.000000,146.98,0.0,4,0,146.98,0.0,0.0,NO REFUND
14440,11586,2025-01-15 11:22:24.000000,83.95,0.0,2,0,83.95,0.0,0.0,NO REFUND
248,206,2020-01-01 18:52:52.000000,48.22,0.0,2,0,48.22,0.0,0.0,NO REFUND
96222,77019,2026-02-10 04:52:55.000000,73.85,0.0,2,0,73.85,0.0,0.0,NO REFUND
92304,73890,2021-02-25 23:16:32.000000,249.43,249.43,4,4,0.0,1.0,1.0,FULLY REFUNDED
70367,56439,2026-05-19 17:00:10.000000,638.94,638.94,3,3,0.0,1.0,1.0,FULLY REFUNDED
17628,14188,2024-07-02 00:08:02.000000,57.99,0.0,2,0,57.99,0.0,0.0,NO REFUND
105749,84576,2025-04-16 23:53:48.000000,23.99,0.0,1,0,23.99,0.0,0.0,NO REFUND
56061,44925,2025-07-11 13:16:17.000000,103.57,0.0,2,0,103.57,0.0,0.0,NO REFUND
66977,53684,2021-07-03 13:05:19.000000,52.99,0.0,2,0,52.99,0.0,0.0,NO REFUND
75650,60675,2023-01-09 21:11:35.000000,272.4,272.4,3,3,0.0,1.0,1.0,FULLY REFUNDED
24820,19984,2025-01-23 05:21:40.000000,24.0,0.0,1,0,24.0,0.0,0.0,NO REFUND
79097,63353,2026-02-23 00:37:29.000000,138.45,0.0,4,0,138.45,0.0,0.0,NO REFUND
12824,10298,2026-06-17 16:39:34.532287,113.45,0.0,2,0,113.45,0.0,0.0,NO REFUND
29186,23487,2025-05-18 21:42:59.000000,24.95,0.0,1,0,24.95,0.0,0.0,NO REFUND
105448,84351,2026-05-11 03:15:19.000000,24.95,0.0,1,0,24.95,0.0,0.0,NO REFUND
37310,29997,2025-09-24 15:52:16.000000,94.93,0.0,2,0,94.93,0.0,0.0,NO REFUND
96990,77640,2024-03-28 05:49:37.000000,123.91,123.91,4,4,0.0,1.0,1.0,FULLY REFUNDED
95272,76275,2023-09-09 13:54:08.000000,75.64,0.0,2,0,75.64,0.0,0.0,NO REFUND
43121,34615,2024-12-08 09:35:20.000000,201.99,0.0,3,0,201.99,0.0,0.0,NO REFUND
25468,20546,2026-01-25 00:46:54.000000,24.99,0.0,1,0,24.99,0.0,0.0,NO REFUND
30603,24644,2024-05-03 12:15:17.000000,384.94,384.94,4,4,0.0,1.0,1.0,FULLY REFUNDED
107582,85997,2026-01-19 18:14:24.000000,24.99,24.99,1,1,0.0,1.0,1.0,FULLY REFUNDED
9518,7643,2026-04-17 18:26:26.000000,63.2,0.0,2,0,63.2,0.0,0.0,NO REFUND
10318,8292,2025-02-18 11:58:19.000000,123.0,0.0,2,0,123.0,0.0,0.0,NO REFUND
13633,10970,2023-11-11 00:49:37.000000,67.95,0.0,2,0,67.95,0.0,0.0,NO REFUND
35065,28220,2025-10-24 01:45:16.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
111127,88749,2025-05-28 01:55:17.000000,77.99,0.0,2,0,77.99,0.0,0.0,NO REFUND
15968,12825,2026-03-20 21:33:20.000000,227.92,0.0,3,0,227.92,0.0,0.0,NO REFUND
46763,37498,2026-06-20 17:00:26.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
66093,52976,2026-06-16 15:43:49.000000,114.5,0.0,2,0,114.5,0.0,0.0,NO REFUND
101745,81393,2026-06-06 23:20:09.000000,73.0,0.0,2,0,73.0,0.0,0.0,NO REFUND
105087,84060,2026-04-20 21:35:01.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
30957,24932,2025-05-26 22:14:45.000000,25.0,0.0,1,0,25.0,0.0,0.0,NO REFUND
60005,48143,2022-12-20 04:59:21.000000,78.0,0.0,3,0,78.0,0.0,0.0,NO REFUND
2776,2239,2025-09-24 21:16:23.000000,123.0,123.0,2,2,0.0,1.0,1.0,FULLY REFUNDED
106591,85205,2026-05-27 17:00:56.000000,149.49,149.49,4,4,0.0,1.0,1.0,FULLY REFUNDED
8055,6450,2025-03-09 15:50:20.000000,140.9,0.0,4,0,140.9,0.0,0.0,NO REFUND
15140,12148,2022-03-26 17:49:13.000000,320.1,0.0,4,0,320.1,0.0,0.0,NO REFUND
69773,55967,2022-01-29 09:41:02.000000,166.05,0.0,4,0,166.05,0.0,0.0,NO REFUND
82678,66185,2022-04-08 06:39:34.000000,78.0,0.0,2,0,78.0,0.0,0.0,NO REFUND
33370,26868,2024-07-20 18:39:38.000000,457.3,0.0,4,0,457.3,0.0,0.0,NO REFUND
64423,51605,2022-04-24 07:27:18.000000,26.0,0.0,1,0,26.0,0.0,0.0,NO REFUND
6190,4932,2024-11-13 02:40:44.000000,26.0,26.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
87242,69773,2026-04-12 11:33:34.000000,290.0,290.0,2,2,0.0,1.0,1.0,FULLY REFUNDED
2403,1942,2024-03-27 00:37:34.000000,26.0,0.0,1,0,26.0,0.0,0.0,NO REFUND
55001,44096,2025-03-23 14:36:09.000000,27.98,0.0,1,0,27.98,0.0,0.0,NO REFUND
20204,16227,2026-04-24 22:50:04.000000,27.99,27.99,1,1,0.0,1.0,1.0,FULLY REFUNDED
121672,97075,2026-06-15 11:48:11.000000,28.0,28.0,1,1,0.0,1.0,1.0,FULLY REFUNDED
33332,26840,2025-09-23 11:34:29.000000,129.0,0.0,3,0,129.0,0.0,0.0,NO REFUND
118886,94847,2020-09-17 07:59:05.000000,29.5,0.0,1,0,29.5,0.0,0.0,NO REFUND
4776,3862,2025-08-26 02:41:52.000000,99.95,0.0,2,0,99.95,0.0,0.0,NO REFUND
81498,65256,2025-06-16 20:08:46.000000,78.95,0.0,2,0,78.95,0.0,0.0,NO REFUND
124937,99731,2023-01-22 15:50:06.000000,201.95,0.0,4,0,201.95,0.0,0.0,NO REFUND
22088,17723,2023-01-29 14:15:01.000000,89.99,0.0,2,0,89.99,0.0,0.0,NO REFUND
5971,4753,2024-06-21 01:17:03.000000,268.26,0.0,3,0,268.26,0.0,0.0,NO REFUND
9936,7986,2026-06-10 01:12:26.000000,84.99,0.0,2,0,84.99,0.0,0.0,NO REFUND
41165,33075,2023-07-23 08:52:01.000000,30.0,0.0,1,0,30.0,0.0,0.0,NO REFUND
70114,56244,2023-10-07 07:37:01.000000,129.95,0.0,2,0,129.95,0.0,0.0,NO REFUND
123925,98916,2026-06-17 20:36:30.000000,61.5,0.0,2,0,61.5,0.0,0.0,NO REFUND
85085,68091,2026-06-10 17:30:02.000000,208.0,208.0,2,2,0.0,1.0,1.0,FULLY REFUNDED
13133,10538,2022-08-03 08:05:09.000000,104.93,0.0,2,0,104.93,0.0,0.0,NO REFUND
35147,28283,2024-05-22 03:37:16.000000,128.5,0.0,2,0,128.5,0.0,0.0,NO REFUND
92051,73684,2026-05-08 15:34:38.000000,308.24,0.0,3,0,308.24,0.0,0.0,NO REFUND
39101,31448,2025-06-19 12:05:53.000000,31.95,31.95,1,1,0.0,1.0,1.0,FULLY REFUNDED
28604,23010,2023-10-06 08:32:13.000000,402.49,0.0,4,0,402.49,0.0,0.0,NO REFUND
4415,3578,2021-02-24 02:35:14.000000,32.17,32.17,1,1,0.0,1.0,1.0,FULLY REFUNDED
111348,88923,2025-02-15 06:38:03.000000,96.99,0.0,2,0,96.99,0.0,0.0,NO REFUND
103525,82817,2026-06-19 18:23:48.351406,32.99,0.0,1,0,32.99,0.0,0.0,NO REFUND
112394,89752,2022-04-29 14:01:24.000000,32.99,0.0,1,0,32.99,0.0,0.0,NO REFUND
110507,88245,2026-04-25 04:47:12.000000,138.67,0.0,2,0,138.67,0.0,0.0,NO REFUND
99967,79996,2021-01-23 03:40:48.000000,33.21,0.0,1,0,33.21,0.0,0.0,NO REFUND
19583,15740,2024-05-16 08:50:52.000000,103.45,0.0,2,0,103.45,0.0,0.0,NO REFUND
49465,39625,2025-09-25 05:55:27.000000,33.95,0.0,1,0,33.95,0.0,0.0,NO REFUND
37799,30418,2026-03-02 14:25:17.000000,213.0,0.0,2,0,213.0,0.0,0.0,NO REFUND
14804,11883,2025-10-10 21:11:06.000000,34.0,0.0,1,0,34.0,0.0,0.0,NO REFUND
18939,15236,2025-09-14 15:25:59.000000,134.84,0.0,3,0,134.84,0.0,0.0,NO REFUND
57377,45989,2020-02-01 23:26:40.000000,34.94,0.0,1,0,34.94,0.0,0.0,NO REFUND
14882,11956,2023-01-19 01:29:06.000000,34.99,0.0,1,0,34.99,0.0,0.0,NO REFUND
39065,31421,2024-09-26 22:11:01.000000,189.92,0.0,4,0,189.92,0.0,0.0,NO REFUND
8286,6638,2025-08-02 15:14:00.000000,92.99,0.0,2,0,92.99,0.0,0.0,NO REFUND
16176,12980,2025-08-02 23:38:40.000000,34.99,0.0,1,0,34.99,0.0,0.0,NO REFUND
28935,23275,2026-06-20 19:37:23.000000,34.99,0.0,1,0,34.99,0.0,0.0,NO REFUND
19298,15518,2025-07-13 08:08:28.000000,36.0,0.0,1,0,36.0,0.0,0.0,NO REFUND
42779,34352,2025-08-04 19:13:53.000000,36.0,0.0,1,0,36.0,0.0,0.0,NO REFUND
120037,95743,2024-12-24 16:33:53.000000,295.59,0.0,4,0,295.59,0.0,0.0,NO REFUND
15578,12477,2026-04-20 08:56:52.000000,36.75,36.75,1,1,0.0,1.0,1.0,FULLY REFUNDED
